10, 200.0, 1.6
10, 212.0, 1.6
10, 224.0, 1.6
10, 236.0, 1.6
10, 248.0, 1.6
10, 260.0, 1.6
10, 272.0, 1.6
10, 284.0, 1.6
10, 296.0, 1.6
10, 308.0, 1.6
10, 320.0, 1.6
10, 332.0, 1.6
10, 344.0, 1.6
10, 356.0, 1.6
10, 368.0, 1.6
10, 380.0, 1.6
10, 392.0, 1.6
10, 404.0, 1.6
10, 416.0, 1.6
10, 428.0, 1.6
10, 440.0, 1.6
10, 452.0, 1.6
10, 464.0, 1.6
10, 476.0, 1.6
10, 488.0, 1.6
10, 500.0, 1.6
10, 512.0, 1.6
10, 524.0, 1.6
10, 536.0, 1.6
10, 548.0, 1.6
10, 560.0, 1.6
10, 572.0, 1.6
10, 584.0, 1.6
10, 596.0, 1.6
10, 608.0, 1.6
10, 620.0, 1.6
10, 632.0, 1.6
10, 680.0, 1.6
10, 740.0, 1.6
10, 752.0, 1.6
10, 764.0, 1.6
10, 776.0, 1.6
10, 788.0, 1.6
10, 800.0, 1.6
10, 812.0, 1.6
10, 824.0, 1.6
10, 836.0, 1.6
10, 848.0, 1.6
10, 872.0, 1.6
10, 884.0, 1.6
10, 896.0, 1.6
10, 908.0, 1.6
10, 920.0, 1.6
10, 932.0, 1.6
10, 944.0, 1.6
10, 956.0, 1.6
10, 968.0, 1.6
10, 980.0, 1.6
10, 992.0, 1.6
10, 1004.0, 1.6
10, 1016.0, 1.6
10, 1028.0, 1.6
10, 1040.0, 1.6
10, 1052.0, 1.6
